GENE COMMON gal1RG gal4RG gal80R gal1RG gal4RG gal80R
YGL054C ERV14 -0.028 0.119 -0.265 4.62430e-01 8.21190e-03 1.11030e-03
YGL127C SOH1 -0.138 -0.250 0.186 2.50850e-02 3.96160e-03 3.68320e-01
YOL111C YOL111C -0.018 0.085 -0.118 6.58510e-01 5.99540e-02 6.75600e-02
YMR184W YMR184W -0.238 -0.263 0.102 1.66060e-03 6.76870e-03 5.04240e-01
YJR023C YJR023C -0.005 -0.411 0.144 9.70870e-01 2.17420e-01 7.44740e-01
YNL205C YNL205C -0.377 -0.269 -0.203 1.39330e-02 3.17150e-01 5.90650e-01
YIR044C YIR044C -0.170 0.222 -0.421 4.73140e-04 7.36020e-04 9.37850e-06
YHR065C RRP3 0.247 -0.916 0.734 1.69310e-05 6.46960e-06 3.21600e-03
YHR138C YHR138C -0.248 0.381 0.454 3.05030e-06 4.68930e-04 1.74070e-03
YGR086C YGR086C 0.153 0.330 -0.189 5.38520e-04 1.06220e-06 1.00160e-03
YOR070C GYP1 -0.013 0.144 -0.013 7.40140e-01 4.85140e-03 8.58030e-01
YGR159C NSR1 -0.124 -0.302 -0.198 5.23430e-03 3.92220e-05 4.41030e-03
YOR143C THI80 0.114 -0.567 0.427 3.34490e-02 4.62000e-05 4.43630e-03
YOR216C RUD3 0.259 -0.200 0.303 4.20920e-05 1.73860e-01 4.66680e-02
YAL028W YAL028W -0.292 0.041 -0.044 1.24090e-05 5.48880e-01 6.49390e-01
YIL012W YIL012W -0.382 -0.316 -0.362 7.56500e-05 2.92190e-02 2.99440e-01
YMR258C YMR258C -0.231 0.021 0.089 2.12040e-05 7.08280e-01 3.67730e-01
YKR002W PAP1 0.300 -0.016 -0.023 1.08780e-05 7.80940e-01 8.10760e-01
YBR039W ATP3 0.047 -0.165 -0.077 5.46290e-01 2.35390e-01 6.89770e-01
YNL132W YNL132W -0.049 -0.019 -0.119 7.69330e-01 9.34930e-01 7.34890e-01
YML080W YML080W 0.244 -0.784 0.676 9.36790e-05 3.79570e-06 7.34200e-03
YAL029C MYO4 0.013 0.533 0.169 8.19620e-01 1.89420e-03 2.05900e-01
YIL013C PDR11 -0.396 0.503 0.000 2.01800e-01 1.03850e-01 9.99999e-01
YKL195W YKL195W 0.076 -0.017 0.282 1.19290e-01 7.08940e-01 1.08440e-02
YHL034C SBP1 0.094 0.010 0.030 1.84310e-02 8.09690e-01 6.41590e-01
YPR122W AXL1 -0.107 -0.366 -0.055 2.84670e-01 1.55920e-01 8.48150e-01
YGL128C YGL128C -0.062 0.026 0.119 2.44810e-01 7.52630e-01 3.24680e-01
YNL133C YNL133C 0.264 -0.381 0.412 1.66540e-04 3.61640e-02 1.53490e-02
YMR185W YMR185W 0.267 0.031 0.210 3.31510e-05 8.12930e-01 1.50810e-01
YNL206C YNL206C 0.175 -0.273 0.144 2.47630e-04 1.17710e-03 1.61580e-01
YJR024C YJR024C -0.065 -0.031 -0.051 9.39510e-02 5.36530e-01 4.54530e-01
YLR279W YLR279W -0.128 0.065 -0.080 3.16510e-01 7.89410e-01 5.61760e-01
YKL196C YKT6 -0.109 -0.198 0.246 2.46070e-02 2.98490e-03 6.95200e-03
YHR139C SPS100 -0.594 0.221 1.262 8.10900e-06 8.59840e-02 1.27270e-07
YPR123C YPR123C 0.515 0.024 -0.317 9.75840e-08 7.75500e-01 2.89060e-01
YGR087C PDC6 -0.671 0.050 -0.435 1.85640e-11 2.44000e-01 1.44090e-08
YOR071C YOR071C -0.099 -0.089 -0.173 1.20870e-02 9.03570e-02 1.35800e-02
YOR144C EFD1 0.278 -0.072 -0.213 1.01980e-03 6.04230e-01 4.86320e-01
YBL008W HIR1 0.153 -0.268 0.000 1.87390e-01 8.34020e-02 9.17740e-01
YBR250W YBR250W 0.025 0.010 -0.030 5.59440e-01 8.33850e-01 7.52630e-01
YGL055W OLE1 -0.168 0.086 0.072 9.81480e-05 3.37500e-02 2.35940e-01
YOL112W MSB4 0.057 -0.239 0.025 2.30570e-01 5.24390e-03 8.30180e-01
YCR019W MAK32 -0.064 -0.064 -0.114 2.89350e-01 4.77750e-01 3.75920e-01
YKR003W YKR003W -0.130 -0.085 -0.106 2.41750e-03 1.54970e-01 1.67710e-01
YML081W YML081W 0.004 -0.202 0.414 9.49570e-01 7.18610e-02 1.49510e-03
YHR066W SSF1 0.447 -0.932 0.836 2.56880e-08 5.22410e-06 2.54870e-03
YHL035C YHL035C 0.286 -0.325 0.064 1.75510e-06 3.05450e-04 5.66840e-01
YGL056C SDS23 0.564 0.218 0.337 5.59640e-10 1.40710e-04 1.60460e-04
YGL129C YGL129C 0.105 0.079 -0.123 1.19430e-02 6.56460e-02 7.98150e-02
YOR217W RFC1 -0.032 0.309 0.027 5.84300e-01 1.70710e-01 8.73540e-01
YKR004C ECM9 0.010 0.091 -0.144 8.33850e-01 7.10470e-02 1.81580e-01
YMR186W HSC82 -0.032 -0.032 -0.608 5.24690e-01 4.99500e-01 1.68330e-14
YNL134C YNL134C -0.485 0.339 -0.477 2.38940e-07 7.15500e-06 1.38880e-10
YJR025C BNA1 -0.148 -0.185 -0.079 1.02450e-03 1.87230e-03 1.62510e-01
YKL197C PEX1 0.069 0.092 -0.135 2.13430e-01 6.25650e-01 2.60390e-01
YOR145C YOR145C 0.394 -0.572 0.777 6.42320e-08 2.58240e-04 1.47010e-06
YBL009W YBL009W 0.125 -0.291 -0.180 4.08440e-01 2.53240e-01 1.68080e-01
YOR218C YOR218C -0.103 -0.274 0.140 1.43750e-01 1.45680e-02 4.48670e-01
YIL014W YIL014W -0.085 -0.182 -0.041 3.62350e-02 4.13240e-02 6.78340e-01
YMR187C YMR187C -0.001 -0.215 0.445 9.99999e-01 1.28160e-01 9.27110e-02
YBR251W MRPS5 0.237 0.007 0.262 4.12860e-05 9.03610e-01 4.40320e-02
YOL113W SKM1 -0.161 -0.090 0.040 6.74100e-04 1.76600e-01 6.57970e-01
YNL061W NOP2 0.107 -0.193 0.370 1.95380e-02 5.99660e-03 3.19010e-04
YNL207W YNL207W 0.150 -0.583 0.515 7.12180e-03 8.81080e-06 6.14570e-04
YML082W YML082W 0.144 -0.461 0.525 2.34380e-03 3.56250e-05 2.65780e-03
YHR067W YHR067W -0.022 -0.075 0.008 6.49920e-01 3.92020e-01 9.49570e-01
YPR051W MAK3 0.078 -0.453 0.632 7.84530e-02 2.05100e-05 2.84200e-05
YPR124W CTR1 0.760 0.469 -0.462 8.42180e-11 2.41890e-08 8.38210e-06
YGR088W CTT1 -0.910 0.596 -0.394 1.68230e-10 1.98280e-04 3.07260e-06
YPL020C ULP1 0.254 0.530 0.645 7.08500e-05 6.73370e-03 2.42240e-04
YOR072W YOR072W -0.005 -0.098 0.219 9.79400e-01 7.66740e-01 4.66330e-01
YGL057C YGL057C -0.023 -0.070 -0.110 6.42100e-01 2.78990e-01 3.50220e-01
YOL114C YOL114C 0.074 -0.127 0.249 3.44040e-01 4.22990e-01 8.59480e-02
YNL062C GCD10 0.219 -0.430 0.419 9.49110e-05 1.81090e-03 9.54800e-03
YKR005C YKR005C 0.042 -0.055 0.115 7.19820e-01 7.44740e-01 5.26060e-01
YNL135C FPR1 -0.071 0.080 -0.169 4.79430e-02 6.80270e-02 1.61670e-03
YML083C YML083C -0.229 -0.096 -0.220 6.55140e-02 6.65710e-01 3.40110e-01
YKL198C PTK1 0.098 0.139 0.041 5.63170e-02 2.58500e-02 7.26160e-01
YOR219C STE13 -0.159 0.310 0.295 1.92130e-02 2.19130e-03 7.09320e-02
YDR210W YDR210W -0.156 -0.391 -0.118 1.78930e-03 1.52770e-05 3.28530e-01
YIL015W BAR1 -0.622 -0.207 -1.117 7.09960e-11 4.07820e-03 2.91670e-11
YMR188C YMR188C 0.181 -0.793 0.366 3.03330e-03 2.74120e-05 1.34190e-01
YBR252W DUT1 -0.104 -0.332 -0.066 2.11790e-02 4.51500e-04 7.88450e-01
YHL036W MUP3 -0.500 -0.470 0.510 3.44000e-09 2.50200e-04 2.86370e-02
YNL208W YNL208W 0.189 0.098 0.206 1.15690e-03 1.77900e-02 2.08810e-02
YHR068W DYS1 -0.382 -0.480 -0.169 1.49280e-08 1.02250e-06 1.37960e-02
YPR125W YPR125W 0.194 0.102 0.102 2.75310e-04 1.88070e-01 4.01000e-01
YGR089W YGR089W 0.030 -0.170 0.069 4.64370e-01 7.28770e-03 5.03920e-01
YHL037C YHL037C -0.242 -0.372 -0.051 5.75020e-02 2.21600e-01 8.19620e-01
YOR073W YOR073W 0.161 -0.076 -0.043 1.58710e-03 3.68910e-01 7.12960e-01
YOR146W YOR146W 0.408 -0.669 0.710 1.08930e-05 9.42770e-05 7.83850e-03
YKR006C MRPL13 0.151 -0.008 0.354 7.23640e-03 9.20340e-01 1.22980e-02
YHR069C RRP4 0.044 -0.767 0.568 4.04130e-01 8.35580e-06 3.41620e-03
YKL199C YKT9 0.025 0.203 0.150 6.82490e-01 1.54190e-02 2.28960e-01
YPR126C YPR126C 0.057 -0.449 0.377 5.35820e-01 4.84790e-03 2.04210e-01
YOR074C CDC21 0.245 -0.315 -0.066 1.94000e-05 1.03010e-03 6.18020e-01
YDR211W GCD6 0.035 -0.356 -0.291 3.93320e-01 8.35500e-04 2.21670e-02
YIL016W SNL1 -0.200 -0.171 -0.199 1.74700e-04 2.60300e-02 1.09510e-01
YBR180W YBR180W -0.197 -0.298 0.326 1.71320e-01 3.49670e-01 4.43970e-01
YBR253W SRB6 -0.008 -0.228 0.371 8.85690e-01 2.66400e-02 2.30860e-02
YPL021W SRD2 -0.747 -0.000 0.000 3.74320e-05 7.41670e-01 9.99999e-01
YGL058W RAD6 0.088 -0.195 0.233 2.99640e-02 1.23760e-03 9.84900e-03
YOL042W YOL042W -0.014 0.013 -0.154 7.33410e-01 7.63330e-01 3.23720e-02
YOL115W TRF4 0.167 -0.437 0.475 1.41820e-03 1.73890e-02 2.70070e-04
YNL063W YNL063W -0.102 0.159 -0.260 3.90050e-02 5.60430e-03 1.07550e-02
YNL136W YNL136W 0.343 -0.309 0.650 5.11960e-06 9.68940e-04 4.27170e-05
YML084W YML084W 0.000 0.000 0.000 3.54860e-01 6.61260e-01 9.99999e-01
YNL209W SSB2 -0.368 -0.190 -0.618 6.06620e-09 5.87240e-04 1.07520e-14
YBR181C RPS6B -0.287 -0.460 -0.010 1.62850e-06 8.61440e-07 8.87540e-01
YBR254C TRS20 -0.115 -0.491 0.750 2.42030e-02 7.09830e-04 2.84340e-03
YHL038C CBP2 -0.000 0.000 0.000 8.78590e-01 9.99999e-01 9.99999e-01
YOR147W YOR147W 0.150 0.147 0.028 1.33270e-03 5.41910e-03 7.16370e-01
YOL043C NTG2 0.042 -0.063 0.088 4.05940e-01 2.25870e-01 3.27520e-01
YNL064C YDJ1 0.053 -0.176 -0.334 2.18430e-01 8.93590e-04 3.03760e-06
YNL137C NAM9 0.107 0.083 -0.014 1.20060e-02 9.41080e-02 8.70280e-01
YMR189W GCV2 -0.164 -0.000 -0.410 1.39780e-03 3.14740e-01 7.06440e-02
YML085C TUB1 0.077 0.119 -0.491 1.66960e-01 8.71980e-03 1.63250e-09
YOR148C SPP2 0.192 -0.203 0.473 3.32820e-04 9.86010e-03 2.84030e-03
YDR212W TCP1 -0.145 -0.158 -0.304 3.27660e-03 3.44760e-03 5.60990e-05
YPL022W RAD1 0.177 -0.000 0.000 6.76580e-01 5.44460e-01 4.21790e-01
YGL059W YGL059W -0.052 -0.019 0.223 2.45390e-01 7.14320e-01 2.46350e-02
YOL116W MSN1 0.237 0.178 0.075 3.04420e-05 1.22980e-02 4.58320e-01
YKR007W YKR007W 0.000 0.000 0.000 9.99999e-01 9.99999e-01 9.99999e-01
YPR054W SMK1 -0.183 -0.051 -0.611 6.48860e-03 7.42430e-01 2.47370e-05
YBR182C SMP1 -0.182 -0.218 0.162 7.40780e-03 2.53470e-02 2.90490e-01
YPR127W YPR127W -0.323 -0.097 -0.132 3.79920e-08 5.49590e-02 3.06230e-02
YOR075W UFE1 0.319 0.018 0.318 2.49630e-06 8.46790e-01 1.48070e-02
YPL023C MET12 0.069 -0.054 0.132 9.64070e-02 2.38520e-01 7.05000e-02
YML086C ALO1 0.027 0.154 -0.197 5.10680e-01 1.71070e-03 2.06290e-03
YPR128C YPR128C 0.000 0.849 0.000 9.99999e-01 6.77020e-05 9.99999e-01
YOR076C SKI7 0.139 0.103 0.250 2.66400e-02 3.05200e-01 7.74950e-02
YDR140W YDR140W -0.021 -0.171 0.144 6.34510e-01 3.66060e-02 2.62030e-01
YOR149C SMP3 -0.181 0.146 -0.325 2.38820e-04 5.17670e-03 2.88240e-04
YDR213W YDR213W -0.106 -0.283 0.124 8.64110e-02 9.11470e-02 4.55070e-01
YIL018W RPL2B -0.358 -0.262 -0.196 9.35920e-09 1.53730e-04 2.55980e-03
YBR255W YBR255W 0.142 -0.662 0.436 1.17820e-01 1.20470e-02 5.61140e-02
YHL039W YHL039W 0.114 -0.241 0.286 2.26300e-02 1.32260e-02 8.35050e-02
YOL044W PEX15 0.024 0.029 0.358 6.89770e-01 5.95830e-01 1.55350e-03
YOL117W YOL117W 0.110 0.094 -0.143 3.95600e-02 9.14880e-02 1.92550e-01
YKR008W RSC4 0.226 -0.161 0.301 3.08290e-05 2.92190e-02 1.61730e-02
YNL065W YNL065W -0.061 -0.391 -0.554 2.81470e-01 3.76240e-04 1.49580e-06
YNL138W SRV2 -0.095 -0.037 -0.211 1.76220e-02 4.25160e-01 2.16750e-04
YDR141C DOP1 0.171 0.219 0.816 1.33460e-03 2.32700e-04 3.74050e-12
YPR055W SEC8 -0.010 0.744 0.142 9.79400e-01 1.32280e-05 5.40110e-01
YBR256C RIB5 -0.224 -0.202 -0.031 8.25160e-06 5.54750e-04 6.11040e-01
YOL118C YOL118C 0.080 0.140 -0.073 1.47110e-01 8.95380e-02 5.01070e-01
YKR009C FOX2 1.246 0.306 1.052 8.27130e-13 2.99250e-06 1.01910e-07
YNL139C RLR1 -0.232 -0.133 -0.282 5.59210e-05 4.79810e-02 4.75340e-04
YML087C YML087C -0.070 -0.005 -0.139 3.27190e-01 9.53960e-01 3.62080e-01
YOR360C PDE2 -0.011 0.009 -0.373 7.81870e-01 8.53710e-01 1.55020e-06
YER120W SCS2 -0.103 0.054 -0.166 1.13650e-02 2.27040e-01 4.49380e-03
YDR214W YDR214W 0.007 0.119 -0.352 8.65550e-01 1.80220e-02 3.58450e-07
YDL110C YDL110C 0.075 0.345 0.028 5.66330e-02 5.79120e-06 6.83690e-01
YIL019W YIL019W 0.082 -0.678 0.176 1.54360e-01 2.85800e-05 3.58260e-01
YBR183W YBR183W -0.203 0.419 -0.518 1.82030e-04 4.16940e-06 2.51940e-11
YPL024W NCE4 0.252 -0.108 0.126 5.89730e-05 3.24180e-01 4.21310e-01
YOL045W YOL045W -0.128 0.281 0.446 7.31940e-01 1.40300e-01 1.24380e-01
YNL066W SUN4 -0.034 0.081 -0.303 3.77960e-01 1.37120e-01 2.42200e-06
YDR142C PEX7 -0.101 0.112 -0.069 1.64640e-02 1.67040e-01 4.01000e-01
YCR090C YCR090C -0.164 -0.198 -0.002 7.38940e-04 8.43830e-03 9.99999e-01
YDR215C YDR215C -0.684 -0.238 -0.467 3.94940e-04 5.40830e-01 2.75870e-01
YPR056W TFB4 0.027 0.216 0.162 5.70810e-01 1.83330e-02 1.52940e-01
YPR129W SCD6 0.096 -0.017 0.119 2.55530e-02 7.44740e-01 9.39120e-02
YOR077W RTS2 0.127 -0.403 0.537 8.95380e-02 3.35790e-02 7.03740e-04
YPL025C YPL025C -1.024 -0.167 -0.103 7.78570e-08 3.86050e-01 5.88940e-01
YOL046C YOL046C -0.088 -0.179 0.441 2.73450e-01 2.32310e-01 1.00460e-02
YOL119C YOL119C 0.006 -0.218 0.251 8.76890e-01 1.09990e-03 2.94480e-03
YOR361C PRT1 -0.020 -0.085 -0.237 6.07840e-01 1.16380e-01 3.14510e-03
YER121W YER121W 0.295 -0.046 0.402 5.25010e-04 7.17740e-01 2.83830e-02
YDL111C RRP42 -0.004 -0.350 0.125 9.17740e-01 1.66950e-04 1.86460e-01
YBR184W YBR184W 0.020 -0.091 -0.083 6.79520e-01 2.18730e-01 4.59960e-01
YBR257W POP4 0.149 -0.545 0.732 1.84530e-02 1.29990e-04 3.85690e-03
YBL080C PET112 0.037 0.063 -0.015 4.41130e-01 2.58770e-01 8.78590e-01
YNL067W RPL9B -0.328 -0.336 -0.138 1.35090e-06 4.15350e-06 1.77840e-02
YER122C GLO3 0.173 -0.226 0.079 7.01730e-04 3.27300e-04 4.16090e-01
YML088W YML088W 0.114 -0.421 0.714 1.59290e-02 1.35530e-04 1.50230e-05
YDR070C YDR070C -0.915 0.671 -0.089 4.65130e-11 1.48800e-04 1.93600e-01
YDR143C SAN1 -0.086 -0.035 0.261 4.14220e-02 7.07620e-01 7.66840e-03
YPR057W BRR1 0.181 -0.214 0.213 1.61020e-03 8.94050e-03 6.19900e-02
YBR185C MBA1 0.018 0.186 -0.268 6.62920e-01 5.31050e-04 3.04550e-03
YBR258C YBR258C -0.127 -0.249 0.110 2.21410e-02 1.50380e-02 5.77680e-01
YOR078W YOR078W 0.405 -0.497 0.627 1.46580e-07 8.12070e-03 2.08970e-04
YPL026C SHA3 0.135 0.042 0.108 1.57790e-03 3.03820e-01 7.88720e-02
YOL047C YOL047C 0.158 -0.119 0.495 3.21380e-01 5.57910e-01 9.52890e-02
YNL068C FKH2 0.089 -0.114 -0.292 5.63390e-02 5.03630e-02 1.92610e-03
YML089C YML089C 0.487 0.000 0.000 1.00350e-01 6.82490e-01 9.99999e-01
YOR362C PRE10 0.036 -0.043 0.225 3.16340e-01 2.98400e-01 1.33560e-03
YJL210W PEX2 0.050 0.283 -0.238 2.16510e-01 1.74600e-05 6.28520e-03
YOR079C ATX2 -0.175 -0.387 0.301 1.22080e-03 3.10270e-04 1.98770e-02
YDR216W ADR1 0.152 0.230 0.169 4.39890e-03 8.72010e-04 1.77470e-01
YCR091W KIN82 0.022 0.393 -0.209 7.33410e-01 3.36040e-04 9.50520e-02
YLR200W YKE2 0.080 -0.640 0.000 5.33000e-01 9.84170e-03 3.90520e-01
YJL211C YJL211C 0.124 0.244 -0.110 4.65380e-02 1.78140e-04 3.82910e-01
YDR500C RPL37B -0.292 -0.308 -0.044 4.90000e-06 1.33960e-05 4.23470e-01
YER050C YER050C 0.089 -0.190 0.267 4.37200e-02 4.36190e-03 2.13340e-02
YDR071C YDR071C 0.115 -0.225 0.054 4.32570e-02 3.71700e-04 3.51880e-01
YDR144C MKC7 -0.213 -0.429 -0.140 4.31700e-05 3.00460e-02 6.04230e-01
YDR217C RAD9 0.276 -0.410 0.743 2.87050e-03 2.04490e-01 1.70540e-04
YCR092C MSH3 0.076 -0.018 -0.146 2.60390e-01 8.40180e-01 3.09530e-01
YLR201C YLR201C -0.083 -0.852 0.484 7.34590e-02 3.56720e-07 2.34620e-02
YPR058W YMC1 -0.193 -0.192 -0.059 6.31200e-05 5.44710e-03 4.89630e-01
YOL048C YOL048C -0.119 0.288 -0.134 1.11450e-02 3.52040e-03 1.01280e-01
YDL112W TRM3 -0.062 0.537 -0.000 7.02390e-01 2.05250e-02 8.33850e-01
YNL069C RPL16B -0.346 -0.284 -0.124 2.64810e-07 5.19940e-05 2.68880e-02
YBL081W YBL081W 0.083 -0.018 0.031 3.46430e-02 7.38630e-01 6.49390e-01
YOR290C SNF2 -0.119 -0.101 -0.577 3.02890e-03 2.96640e-02 3.62840e-13
YOR363C PIP2 0.094 0.388 0.196 4.59140e-01 5.45000e-02 3.97020e-01
YER123W YCK3 0.096 -0.112 0.074 2.39810e-02 2.56120e-02 4.10740e-01
YDL040C NAT1 -0.017 -0.069 -0.435 6.43650e-01 1.77710e-01 7.13370e-07
YDL113C YDL113C 0.189 0.011 0.304 9.94040e-05 8.52300e-01 6.34360e-03
YCL061C YCL061C 0.071 -0.669 0.034 3.00950e-01 1.03120e-03 8.89420e-01
YBR186W PCH2 0.012 0.050 0.129 9.31760e-01 7.34150e-01 7.31210e-01
YBR259W YBR259W -0.146 0.000 0.000 6.88540e-01 9.99999e-01 9.99999e-01
YBL082C RHK1 -0.296 -0.050 -0.419 1.62960e-03 3.83960e-01 7.10530e-06
YPL027W YPL027W -0.034 -0.063 -0.315 7.63330e-01 8.33850e-01 2.55800e-01
YJL212C YJL212C -0.384 -0.449 0.150 1.64980e-07 4.23590e-05 3.09530e-01
YIL160C POT1 1.044 0.674 0.920 1.07100e-06 3.10300e-08 6.08010e-07
YER124C YER124C 0.179 0.126 -0.022 1.85290e-04 1.40380e-02 7.68460e-01
YDR072C IPT1 0.092 0.165 -0.094 2.18960e-02 9.93040e-03 1.41150e-01
YDR218C SPR28 -0.070 -0.000 -0.232 6.91620e-01 2.98100e-01 4.18210e-01
YLR202C YLR202C -0.177 0.272 -0.497 8.32500e-04 8.23310e-05 5.37750e-04
YER087C-A SBH1 -0.234 -0.041 -0.145 2.51710e-04 5.18610e-01 2.68580e-01
YFR030W MET10 0.037 -0.140 0.078 3.59400e-01 4.74700e-02 3.92240e-01
YDR501W PLM2 -0.086 -0.116 -0.854 3.09850e-01 2.90490e-01 4.11040e-04
YER051W YER051W -0.004 -0.417 0.220 9.45540e-01 5.42510e-03 4.26380e-01
YEL020C YEL020C 0.136 0.212 0.362 6.70130e-03 2.57570e-03 5.44510e-03
YDR145W TAF61 0.060 0.051 0.126 1.03510e-01 3.04130e-01 5.52900e-02
YCR093W CDC39 0.071 0.164 0.073 8.69830e-02 2.34900e-03 4.43970e-01
YBR187W YBR187W -0.170 -0.280 -0.093 7.33650e-04 8.36700e-04 3.20230e-01
YBL083C YBL083C -0.205 -0.206 -0.121 2.58330e-03 3.89430e-02 4.43710e-01
YPL028W ERG10 -0.128 0.059 -0.032 1.98500e-03 1.49830e-01 6.46250e-01
YFR031C SMC2 0.253 0.178 0.075 2.14280e-05 1.55710e-02 5.62920e-01
YOL049W GSH2 -0.024 -0.193 0.012 5.10360e-01 7.53670e-04 8.67110e-01
YDR502C SAM2 -0.349 -0.482 -0.535 3.74480e-08 3.65330e-07 1.87100e-08
YER052C HOM3 -0.470 -1.321 0.579 4.76280e-09 1.95770e-09 1.37420e-05
YOR291W YOR291W 0.002 0.025 -0.108 9.64330e-01 7.43200e-01 3.31590e-01
YDR146C SWI5 -0.190 0.102 -0.027 1.85410e-03 1.06500e-01 7.62490e-01
YDR219C YDR219C 0.217 0.180 0.313 8.01540e-05 2.40830e-02 1.56840e-02
YOR364W YOR364W -0.164 -0.193 0.181 3.50030e-01 6.06030e-01 4.39340e-01
YLR130C ZRT2 -0.267 -0.120 0.128 9.25820e-06 1.70170e-02 1.30710e-01
YLR203C MSS51 -0.076 0.298 -0.342 3.76080e-02 4.59920e-06 6.51110e-07
YBR188C NTC20 0.073 -0.182 0.107 2.10300e-01 6.83590e-02 4.95140e-01
YDL041W YDL041W 0.306 -0.234 0.364 8.27020e-03 2.69620e-01 1.32240e-01
YDL114W YDL114W 0.090 -0.098 0.245 5.01700e-01 7.41670e-01 3.12050e-01
YGR010W YGR010W 0.141 0.072 -0.085 1.37080e-02 2.97060e-01 3.62470e-01
YOR292C YOR292C -0.304 0.091 -0.220 1.40450e-07 8.86900e-02 1.02780e-02
YJL140W RPB4 0.251 -0.105 0.126 1.14290e-04 7.60510e-02 2.50230e-01
YOR365C YOR365C 0.203 0.146 0.287 1.14810e-01 4.34040e-01 1.34830e-01
YJL213W YJL213W -0.158 -0.023 -0.166 2.38340e-02 8.23060e-01 3.03520e-01
YIL161W YIL161W 0.176 -0.352 0.281 2.49410e-02 1.10630e-03 2.82950e-02
YER125W RSP5 -0.027 0.211 -0.157 4.50790e-01 7.32370e-05 1.64890e-02
YDR073W SNF11 0.195 0.043 0.243 8.77280e-05 3.95930e-01 3.12960e-02
YDL042C SIR2 0.353 0.270 0.384 5.33430e-06 2.91510e-02 1.00540e-02
YCR094W CDC50 0.127 -0.228 0.418 5.95900e-03 3.07180e-02 2.87470e-03
YDL115C YDL115C 0.288 0.003 0.343 3.37960e-06 9.79400e-01 1.90670e-02
YNL281W HCH1 -0.000 0.000 0.000 8.27770e-01 9.99999e-01 9.99999e-01
YPL029W SUV3 0.148 -0.240 0.182 5.51350e-02 3.93320e-01 2.56540e-01
YJL141C YAK1 -0.095 0.372 0.025 2.89930e-02 2.47630e-04 7.28310e-01
YDR430C YDR430C -0.115 0.044 0.265 4.73990e-01 9.34930e-01 2.83690e-01
YFR032C YFR032C -0.237 -0.354 0.053 5.10080e-02 8.65540e-02 8.75200e-01
YDR503C LPP1 -0.257 -0.120 -0.412 3.44720e-06 9.19440e-02 1.30890e-03
YER053C YER053C -0.779 0.035 -0.716 2.18150e-11 4.73990e-01 4.65810e-16
YER126C YER126C 0.162 -0.893 0.974 2.49530e-03 2.06850e-07 1.13040e-05
YMR110C YMR110C -0.110 0.547 -0.105 7.83270e-03 2.39770e-06 8.31620e-02
YPL240C HSP82 0.222 -0.201 -0.661 1.85820e-05 2.41570e-03 6.76880e-11
YCR095C YCR095C -0.067 -0.479 0.390 2.28310e-01 5.72500e-04 1.36720e-02
YLR131C ACE2 -0.087 -0.029 0.138 1.74480e-01 6.78930e-01 1.88330e-01
YEL021W URA3 -0.388 -0.332 -0.000 7.08740e-02 1.03290e-01 1.56540e-01
YCL063W YCL063W -0.121 -0.164 -0.255 6.02200e-02 1.97240e-01 1.93690e-01
YKL120W OAC1 0.324 -0.755 0.262 3.33870e-06 1.71070e-06 4.11780e-02
YGR011W YGR011W -0.060 -0.131 -0.350 5.50360e-01 3.61700e-01 3.58410e-02
YJL214W HXT8 0.340 0.815 -0.361 7.10040e-06 8.49960e-11 2.67870e-04
YIL162W SUC2 -0.318 0.688 -1.131 4.14420e-07 1.78620e-09 1.74030e-20
YDR074W TPS2 -0.439 0.030 -0.215 3.54650e-09 4.87220e-01 2.46910e-03
YDR147W EKI1 0.044 -0.461 0.345 5.28820e-01 1.05350e-01 1.64570e-02
YDL043C PRP11 -0.051 -0.334 0.170 2.94710e-01 3.12270e-04 2.05620e-01
YLR204W QRI5 0.024 -0.027 -0.159 7.74600e-01 7.96250e-01 4.85120e-01
YCL064C CHA1 0.462 0.077 0.954 1.74510e-08 4.96070e-01 2.23680e-08
YNL282W POP3 -0.005 -0.764 0.447 9.41780e-01 6.29200e-05 1.61580e-01
YBR189W RPS9B -0.274 -0.421 -0.106 5.89110e-05 1.10800e-06 5.51350e-02
YJL142C YJL142C -0.220 0.254 -0.235 1.24780e-05 8.45470e-04 1.18310e-02
YJL215C YJL215C 0.088 -0.407 -0.000 7.26880e-01 1.05080e-01 9.99999e-01
YFR033C QCR6 -0.147 0.064 -0.084 3.73960e-04 1.27390e-01 1.46470e-01
YDR504C YDR504C -0.020 0.064 0.051 7.12960e-01 2.20470e-01 6.66270e-01
YIL163C YIL163C -0.407 -0.244 -0.238 1.11090e-01 3.63240e-01 4.19640e-01
YER054C GIP2 0.057 0.206 0.247 1.69580e-01 6.20320e-04 4.36030e-03
YMR111C YMR111C 0.051 -0.383 0.302 4.82150e-01 2.29630e-02 1.69800e-01
YDR148C KGD2 0.161 0.037 -0.053 3.52600e-04 3.78980e-01 3.22530e-01
YPL241C CIN2 -0.072 -0.292 0.118 1.67630e-01 1.45950e-02 5.43730e-01
YOR293W RPS10A -0.464 -0.441 -0.038 1.05520e-06 5.94910e-07 5.22310e-01
YOR366W YOR366W 0.138 -0.212 0.233 5.91080e-01 5.15610e-01 4.56150e-01
YLR132C YLR132C 0.052 -0.121 0.105 3.74710e-01 2.43770e-01 4.58320e-01
YCR096C A2 0.087 0.023 0.341 1.43690e-01 8.00280e-01 3.24610e-02
