GENE COMMON gal1RG gal4RG gal80R gal1RG gal4RG gal80R
YDR427W RPN9 0.006 -0.061 -0.478 8.58030e-01 1.84710e-01 1.42570e-09
YIL159W BNR1 -0.045 0.257 0.000 8.71900e-01 2.58770e-01 5.53360e-01
YLR411W CTR3 -0.029 -0.624 0.229 5.78090e-01 4.41580e-06 1.74950e-01
YPL091W GLR1 -0.097 0.004 -0.298 9.71730e-03 9.15220e-01 2.16440e-06
YMR107W YMR107W 0.498 0.993 1.012 4.71960e-04 6.84770e-08 2.43430e-07
YEL019C MMS21 0.111 -0.517 0.404 2.91070e-01 8.62330e-02 1.95550e-01
YPL237W SUI3 -0.009 -0.272 0.200 7.91340e-01 5.20480e-05 1.35850e-02
YLR128W YLR128W 0.028 -0.232 0.185 7.12960e-01 1.55650e-01 3.23680e-01
YKR076W ECM4 0.123 0.510 -0.061 4.80000e-02 1.06590e-06 4.35290e-01
YLL024C SSA2 -0.563 0.206 -0.639 1.77790e-07 9.50970e-04 1.32720e-10
YER007C-A YER007C-A -0.145 -0.278 -0.177 1.25290e-03 3.66310e-04 1.86650e-02
YNL279W YNL279W 0.035 0.124 -0.277 6.27110e-01 4.37560e-01 5.56220e-02
YJR097W YJR097W 0.100 -0.587 0.457 5.66450e-01 2.46830e-02 2.12740e-01
YBR084C-A RPL19A -0.258 -0.415 -0.458 1.55190e-05 2.91050e-06 1.13230e-09
YGR009C SEC9 0.236 -0.185 0.302 2.95790e-05 1.74160e-02 4.40670e-04
YDR282C YDR282C 0.131 0.210 0.028 3.07660e-02 4.86520e-02 8.06500e-01
YJL066C YJL066C -0.087 0.260 -0.061 3.08010e-02 3.55000e-05 3.11260e-01
YDR355C YDR355C 0.125 -0.384 -0.454 7.32680e-01 2.39080e-01 1.97240e-01
YJL139C YUR1 -0.057 0.043 -0.066 1.48720e-01 3.68710e-01 4.73990e-01
YDR428C YDR428C -0.026 -0.060 -0.119 5.35470e-01 2.91070e-01 2.74520e-01
YIL087C YIL087C -0.171 0.488 -0.402 7.47140e-03 4.48390e-06 2.66920e-04
YPR196W YPR196W 0.221 0.552 -0.085 8.30110e-04 8.10660e-04 5.29860e-01
YPL165C YPL165C -0.248 0.158 -0.034 8.58630e-06 2.02680e-02 6.93490e-01
YPL238C YPL238C -0.033 -0.277 0.153 3.77960e-01 8.55580e-05 9.40290e-02
YJR098C YJR098C 0.112 -0.176 0.083 1.65120e-01 2.30680e-01 5.87670e-01
YKL045W PRI2 0.366 -0.230 0.025 1.01890e-06 6.98300e-03 8.52300e-01
YKL118W YKL118W 0.220 -0.000 -0.000 5.45930e-01 7.51030e-01 7.32680e-01
YLR412W YLR412W 0.159 -0.567 0.774 5.31800e-03 3.35260e-05 6.87030e-04
YNR014W YNR014W -0.572 0.374 -0.680 8.23360e-10 5.31400e-05 9.85520e-10
YMR035W IMP2 0.027 0.133 0.005 6.64030e-01 3.88820e-02 9.70870e-01
YPL092W SSU1 -0.139 -0.354 0.703 7.13910e-04 1.02800e-05 3.68770e-09
YMR108W ILV2 0.040 -0.358 0.095 2.70020e-01 9.43140e-04 1.47170e-01
YGR220C MRPL9 0.060 -0.101 0.009 1.52870e-01 9.04320e-02 9.31760e-01
YLR056W ERG3 -0.132 -0.200 -0.133 7.70550e-03 8.42740e-04 2.15390e-02
YML004C GLO1 -0.136 0.149 -0.094 9.94740e-04 1.12800e-02 7.89690e-02
YLR129W DIP2 0.131 -0.081 0.431 4.98650e-02 8.76890e-01 2.01610e-01
YKR077W YKR077W 0.051 -0.082 -0.243 2.70940e-01 2.07140e-01 1.43220e-02
YKL046C YKL046C -0.146 -0.011 -0.053 6.92480e-04 8.02330e-01 4.17270e-01
YKL119C VPH2 -0.039 -0.189 0.063 5.48140e-01 2.89370e-02 6.57420e-01
YDR283C GCN2 0.172 -0.038 0.088 3.44550e-02 8.32620e-01 6.61260e-01
YDR429C TIF35 0.078 -0.209 0.354 7.26550e-02 1.17240e-03 1.66430e-05
YIL088C YIL088C -0.042 0.199 -0.039 3.07360e-01 2.54960e-04 5.52980e-01
YMR036C MIH1 0.280 -0.060 0.618 9.35240e-06 5.47770e-01 1.03560e-04
YBR100W YBR100W 0.143 -0.072 0.167 2.28310e-01 7.55870e-01 4.23950e-01
YLL025W YLL025W -0.108 0.034 -0.024 2.49280e-01 8.07550e-01 8.68690e-01
YBR101C YBR101C 0.258 0.095 -0.158 2.88920e-05 4.40150e-02 5.80350e-02
YJL067W YJL067W -0.168 0.285 -0.223 3.45020e-03 1.95020e-05 9.30960e-02
YDR356W NUF1 0.416 -0.000 0.000 1.79070e-01 9.53960e-01 3.81660e-01
YLR340W RPP0 -0.259 -0.148 -0.361 4.99640e-06 6.36480e-03 2.05930e-07
YNR015W SMM1 -0.019 -0.264 0.053 6.42620e-01 8.87510e-04 6.32020e-01
YLR413W YLR413W -0.484 -0.656 -0.706 1.17770e-09 3.77990e-06 5.02980e-12
YPL093W YPL093W 0.254 0.115 0.087 7.55490e-06 4.41130e-01 4.34790e-01
YMR109W MYO5 -0.051 -0.134 -0.002 1.95100e-01 1.14120e-02 9.79400e-01
YPL166W YPL166W -0.236 0.076 0.111 1.04180e-04 2.53120e-01 3.01700e-01
YPL239W YAR1 0.270 -0.590 0.591 7.84760e-05 2.94820e-06 3.49600e-04
YGR221C YGR221C -0.074 0.094 -0.272 1.83220e-01 3.01100e-01 1.13510e-01
YLR057W YLR057W -0.015 -0.335 0.542 8.67110e-01 2.70150e-01 5.70890e-02
YKR078W YKR078W 0.097 -0.267 0.085 4.04400e-02 3.71250e-03 5.41550e-01
YJR099W YUH1 0.200 0.025 0.005 1.10870e-04 6.73100e-01 9.58820e-01
YJL068C YJL068C -0.098 0.266 -0.330 3.85780e-02 7.11770e-06 1.06300e-05
YDR284C DPP1 -0.148 0.203 -0.288 6.57870e-04 1.69100e-04 7.37280e-06
YDR357C YDR357C 0.040 -0.125 0.142 4.12360e-01 6.67710e-02 2.21390e-01
YNR016C ACC1 -0.060 -0.099 -0.160 1.67560e-01 5.66560e-02 4.82100e-02
YLR414C YLR414C -0.104 0.479 -0.296 7.70270e-03 3.41890e-07 2.67400e-06
YPR198W SGE1 -0.095 0.262 0.204 2.66090e-02 1.14010e-04 5.51790e-02
YMR037C MSN2 0.014 -0.089 0.196 7.03040e-01 1.54970e-01 2.62720e-02
YPL094C SEC62 -0.008 -0.064 0.009 8.45440e-01 1.76520e-01 8.97280e-01
YPL167C REV3 -0.042 0.331 0.244 6.45720e-01 3.88520e-05 6.86370e-02
YLR058C SHM2 -0.721 -0.693 0.514 7.94470e-12 4.91340e-08 1.38430e-07
YKR079C YKR079C -0.002 -0.433 0.258 9.70870e-01 2.14910e-04 7.36980e-02
YHR200W RPN10 -0.004 -0.172 0.202 9.23040e-01 2.95670e-03 7.49920e-03
YML005W YML005W 0.026 0.022 0.031 5.52980e-01 7.06300e-01 7.60810e-01
YLL026W HSP104 -0.646 0.152 -0.550 8.31270e-10 7.32020e-03 2.10030e-13
YPR199C ARR1 -0.098 0.012 -0.127 2.14150e-02 8.15130e-01 1.12980e-01
YKL047W YKL047W 0.021 -0.217 0.189 6.32510e-01 3.44260e-03 2.02910e-01
YBR102C YBR102C 0.163 -0.490 0.448 4.99110e-03 1.42460e-04 1.98940e-03
YMR320W YMR320W -0.199 0.098 -0.582 3.24850e-01 5.70810e-01 3.05390e-02
YIL089W YIL089W -0.281 -0.088 0.366 6.27360e-03 4.80090e-01 5.02830e-02
YLR341W YLR341W -0.154 -0.386 -0.490 2.11960e-01 8.05720e-02 1.15740e-01
YHR201C PPX1 -0.048 -0.399 0.135 3.52990e-01 2.64960e-05 1.96170e-01
YML006C GIS4 0.107 -0.540 0.555 1.26550e-02 7.52070e-06 1.51800e-03
YKL048C ELM1 0.198 -0.422 0.262 1.13620e-03 2.27700e-02 8.13030e-02
YJL069C YJL069C 0.267 -1.097 1.163 1.29020e-04 1.89240e-06 9.84120e-06
YMR321C YMR321C -0.505 -0.688 -0.128 2.99100e-08 2.86200e-07 5.15940e-01
YLR415C YLR415C 0.000 0.000 0.000 7.37880e-01 9.64330e-01 9.99999e-01
YMR038C LYS7 0.188 -0.042 0.285 3.30310e-03 8.49520e-01 8.60900e-02
YPL095C YPL095C -0.107 -0.067 -0.058 1.72710e-02 3.09070e-01 5.47030e-01
YLR059C YNT20 -0.114 -0.033 -0.161 1.47230e-02 4.83630e-01 2.53380e-02
YAR050W FLO1 -0.249 0.344 -0.537 1.74000e-06 4.19170e-07 1.80490e-12
YDL180W YDL180W -0.077 0.195 -0.214 1.48460e-01 1.60790e-03 1.51850e-03
YGR222W PET54 -0.063 -0.051 -0.068 1.50620e-01 3.70500e-01 5.35820e-01
YLL027W ISA1 0.293 -0.985 0.435 2.12540e-03 8.92260e-05 8.69120e-02
YDR285W ZIP1 -0.000 0.000 0.000 7.83720e-01 8.85690e-01 5.39030e-01
YDR358W YDR358W 0.007 0.400 0.239 8.67110e-01 8.56480e-04 7.05860e-03
YLR342W FKS1 -0.447 -0.414 0.314 2.38990e-09 1.10990e-06 1.35360e-03
YNR017W TIM23 0.026 -0.051 -0.112 4.69420e-01 3.69110e-01 1.01230e-01
YGR150C YGR150C 0.185 -0.412 0.716 2.47630e-03 1.38930e-03 4.30770e-03
YPL168W YPL168W 0.035 0.483 0.274 6.57420e-01 5.56140e-04 1.55650e-01
YGR223C YGR223C 0.166 0.128 0.119 3.19920e-04 7.51310e-03 2.22840e-01
YKL049C CSE4 0.211 -0.310 0.125 8.61960e-03 2.57110e-02 4.69710e-01
YDR286C YDR286C -0.148 -0.156 -0.616 1.17570e-01 3.40290e-01 8.02750e-03
YMR322C YMR322C -0.260 0.295 -0.251 1.36940e-01 1.13560e-01 3.85630e-01
YDR359C YDR359C 0.067 -0.569 0.533 4.67170e-01 3.80380e-02 6.00740e-02
YLR416C YLR416C -0.294 -0.031 0.000 3.75310e-01 3.22690e-01 4.14920e-01
YMR039C TSP1 -0.052 0.344 -0.039 1.71700e-01 2.49040e-07 5.18270e-01
YBR030W YBR030W 0.157 -0.541 -0.000 2.50470e-01 1.20190e-02 9.99999e-01
YBR103W YBR103W 0.213 0.060 0.255 6.47630e-05 2.27890e-01 1.31560e-02
YPL169C MEX67 -0.121 -0.065 -0.008 3.57990e-02 2.53240e-01 9.23040e-01
YDL181W INH1 0.158 0.147 -0.080 1.08480e-02 5.59600e-03 1.89780e-01
YAL020C ATS1 0.106 0.110 -0.093 1.09280e-01 1.15060e-01 5.01390e-01
YHR202W YHR202W -0.253 0.110 -0.529 5.12670e-05 9.14500e-02 2.53690e-04
YML007W YAP1 0.359 -0.039 0.331 9.24170e-08 4.28580e-01 2.47090e-03
YCR010C YCR010C 1.100 1.002 1.157 2.42930e-07 3.04740e-09 7.76690e-08
YLL028W TPO1 -0.189 -0.101 -0.240 1.71630e-04 2.73190e-01 4.78220e-03
YLR270W YLR270W -0.088 0.243 -0.035 3.79630e-02 3.48330e-05 6.04230e-01
YLR343W YLR343W 0.042 0.142 -0.597 3.26180e-01 4.11130e-03 5.86540e-07
YNR018W YNR018W 0.149 -0.282 0.002 8.08040e-04 1.80940e-04 9.79400e-01
YHR130C YHR130C -0.147 -0.000 0.000 4.69990e-01 6.42100e-01 9.99999e-01
YPL096W YPL096W 0.063 -0.082 0.331 1.51810e-01 2.34280e-01 5.21880e-03
YHR203C RPS4B -0.289 -0.413 -0.111 7.83230e-07 1.34440e-06 5.58010e-02
YGR151C YGR151C 0.073 -0.533 -0.589 4.63820e-01 1.40170e-02 5.66330e-02
YML008C ERG6 0.277 -0.349 0.266 2.67210e-06 1.77870e-05 1.37630e-03
YBR031W RPL4A -0.148 0.059 -0.293 1.02340e-03 2.06570e-01 2.94240e-05
YBR104W YMC2 -0.272 -1.166 0.206 2.43780e-03 2.42370e-06 6.80700e-01
YDL182W LYS20 0.158 -0.142 0.368 5.86610e-04 8.92720e-03 4.69530e-05
YAL021C CCR4 0.025 0.061 -0.013 5.68020e-01 2.30140e-01 8.73540e-01
YGR224W YGR224W -0.187 -0.011 -0.430 1.84310e-02 9.49570e-01 2.40180e-02
YGL120C PRP43 0.119 -1.173 0.762 5.50030e-02 4.61750e-07 6.25900e-04
YLL029W YLL029W 0.122 0.192 0.197 9.47340e-03 1.69940e-04 4.35230e-03
YCR011C ADP1 0.025 0.273 -0.163 5.33000e-01 6.34320e-05 1.84530e-02
YBR105C VID24 0.158 0.010 -0.328 1.66840e-03 8.48150e-01 4.31330e-04
YMR250W YMR250W -0.776 0.444 -0.408 3.37360e-09 2.58180e-06 4.67070e-09
YDR287W YDR287W 0.128 0.104 0.085 3.77010e-03 3.06580e-02 3.24020e-01
YMR323W YMR323W -0.371 0.210 -0.766 5.73300e-06 7.89400e-04 1.50120e-10
YDL183C YDL183C 0.202 0.257 -0.116 2.05700e-03 1.11770e-04 2.97060e-01
YLR271W YLR271W -0.229 -0.277 -0.328 4.71280e-04 2.81420e-02 5.05030e-02
YLR344W RPL26A -0.299 -0.510 -0.025 2.63290e-05 2.80240e-07 7.06960e-01
YNR019W ARE2 0.143 -0.087 0.239 1.66480e-03 6.42290e-02 2.12540e-03
YLR417W VPS36 0.033 -0.118 0.146 4.33040e-01 6.12460e-02 1.69050e-01
YHR131C YHR131C -0.065 -0.004 0.498 3.41890e-01 9.79400e-01 3.99820e-02
YPL097W MSY1 0.056 -0.059 0.104 2.67800e-01 4.01890e-01 4.02110e-01
YGR152C RSR1 0.194 -0.916 -0.238 3.92690e-03 4.53470e-05 5.54490e-01
YML009C MRPL39 -0.089 -0.029 -0.304 1.97690e-01 6.56340e-01 3.73580e-02
YMR324C YMR324C 0.141 0.000 0.000 3.77350e-01 9.70870e-01 9.99999e-01
YLR272C LOC7 0.219 0.209 -0.302 6.74370e-03 6.15420e-02 1.34950e-01
YLR418C CDC73 0.141 -0.086 0.139 3.96160e-03 1.15990e-01 1.95370e-01
YPL098C YPL098C 0.085 0.078 -0.153 8.20070e-02 2.01240e-01 2.32420e-01
YBR032W YBR032W -0.499 -0.302 -0.330 1.44260e-05 3.25180e-01 2.88340e-01
YBL001C ECM15 -0.059 -0.030 0.078 1.33500e-01 5.47400e-01 1.80680e-01
YAR053W YAR053W -0.094 -0.416 0.218 4.14450e-01 7.46360e-02 3.95710e-01
YAL022C YAL022C -0.106 0.054 -0.050 1.97110e-02 2.30570e-01 5.86400e-01
YHR204W YHR204W -0.160 -0.370 -0.455 1.70810e-02 6.22500e-03 1.58060e-01
YGR225W SPO70 -0.258 0.007 0.429 1.26740e-02 9.79400e-01 1.80910e-02
YGL121C YGL121C -0.359 0.536 0.104 1.63840e-05 1.38530e-04 2.22840e-01
YMR251W YMR251W 0.162 -0.014 0.391 9.76640e-04 8.93270e-01 5.54660e-03
YDR288W YDR288W 0.023 -0.110 0.190 5.75240e-01 6.39450e-02 6.28960e-02
YDL184C RPL41A -0.237 -0.008 -0.133 1.16120e-05 8.80330e-01 2.06750e-02
YLR345W YLR345W 0.108 0.234 0.116 1.23730e-02 7.89200e-05 7.37890e-02
YHR132C ECM14 0.039 0.061 0.229 3.64400e-01 1.57090e-01 1.16230e-03
YGR226C YGR226C -0.509 -0.142 -0.454 2.70110e-06 1.80030e-01 1.09010e-02
YMR252C YMR252C -0.317 0.173 -0.324 3.59890e-05 3.36320e-02 4.43110e-02
YDR289C RTT103 0.160 -0.036 0.147 6.10620e-04 6.97260e-01 1.48270e-01
YLR273C PIG1 0.303 0.113 0.022 2.37600e-05 2.40440e-01 8.52300e-01
YLR346C YLR346C 0.217 0.357 0.483 4.42420e-01 1.97780e-01 1.15640e-01
YCR012W PGK1 -0.668 0.329 -0.746 7.31290e-10 2.41630e-05 4.23150e-13
YBR033W YBR033W 0.461 0.176 -0.491 1.05080e-07 8.50780e-03 5.42190e-04
YPL099C YPL099C 0.117 -0.015 0.084 8.86740e-03 8.04400e-01 4.33290e-01
YBR106W PHO88 -0.203 -0.251 -0.151 4.53280e-04 8.51360e-05 1.01940e-02
YAL023C PMT2 -0.158 -0.108 -0.594 1.99800e-03 3.32020e-02 7.41620e-11
YHR205W SCH9 0.160 0.042 -0.197 1.48800e-02 7.31210e-01 2.22530e-01
YGR080W TWF1 -0.050 -0.099 -0.068 1.76840e-01 6.88040e-02 3.83330e-01
YGR153W YGR153W 0.053 -0.156 0.278 6.17070e-01 5.72010e-01 4.06850e-01
YGL122C NAB2 0.174 0.020 0.187 8.72950e-04 6.17070e-01 5.99660e-03
YOR210W RPB10 0.012 -0.452 0.341 8.21910e-01 1.87850e-05 1.53370e-02
YCR013C YCR013C -0.614 0.399 -1.060 5.59880e-09 7.85670e-07 1.26880e-17
YBR034C HMT1 0.183 -0.711 0.697 2.31470e-04 6.44930e-06 1.86690e-06
YNL200C YNL200C -0.316 0.431 -0.301 2.07390e-06 2.17910e-05 3.84350e-07
YBR107C MCM19 -0.177 -0.110 0.086 2.25760e-03 1.49890e-01 4.56150e-01
YLR419W YLR419W 0.198 0.232 0.000 5.32650e-01 5.26400e-01 3.19580e-01
YHR133C YHR133C -0.277 -0.197 -0.044 6.21840e-07 1.24160e-03 5.87250e-01
YGR081C YGR081C 0.116 -0.774 0.705 8.11360e-02 1.04050e-03 1.21100e-02
YGR154C YGR154C -0.034 -0.145 0.696 6.63470e-01 2.42960e-01 2.72160e-03
YBL002W HTB2 0.218 0.164 -0.071 8.98900e-05 8.96490e-04 2.06950e-01
YOR211C MGM1 0.179 0.995 0.371 2.01430e-01 8.16800e-04 1.86580e-02
YMR180C CTL1 -0.102 0.030 0.094 2.13830e-01 7.65880e-01 4.88720e-01
YMR253C YMR253C -0.089 0.098 0.030 4.50880e-02 6.56990e-02 7.65880e-01
YMR326C YMR326C -0.507 -0.036 -0.069 2.36790e-02 9.38260e-01 8.62490e-01
YLR347C KAP95 0.021 0.035 0.088 5.57530e-01 4.37310e-01 3.53930e-01
YBL003C HTA2 0.138 0.224 0.007 3.13250e-03 4.99500e-05 8.99340e-01
YDL185W VMA1 -0.055 0.483 0.000 2.38070e-01 1.85940e-02 9.99999e-01
YAL024C LTE1 0.456 1.033 0.000 1.76760e-01 1.61080e-03 7.50240e-01
YHR060W VMA22 0.099 -0.431 -0.005 1.80440e-01 1.49290e-03 9.79400e-01
YKL190W CNB1 0.013 -0.502 0.527 8.24230e-01 1.09850e-04 6.02770e-03
YHR206W SKN7 0.092 -0.184 0.167 3.08970e-02 3.82450e-03 1.24220e-01
YGR227W DIE2 -0.064 -0.013 -0.382 2.03370e-01 8.56570e-01 4.02020e-03
YCR014C POL4 0.054 -0.562 0.009 4.62990e-01 1.91260e-02 9.64330e-01
YBR035C PDX3 -0.034 -0.025 -0.073 4.38830e-01 6.08750e-01 2.83130e-01
YNL201C YNL201C 0.269 0.349 -0.372 2.99340e-05 5.51560e-06 3.02550e-03
YLR274W CDC46 0.012 -0.087 -0.127 7.68460e-01 8.55590e-02 1.29930e-01
YIR040C YIR040C -0.269 -0.396 0.212 4.07980e-01 2.39530e-01 5.54490e-01
YHR061C GIC1 -0.076 -0.031 -0.005 1.43440e-01 7.46300e-01 9.79400e-01
YHR207C YHR207C 0.139 -0.249 0.054 5.94360e-03 2.81450e-03 6.45720e-01
YMR181C YMR181C -0.210 0.333 -0.071 2.34540e-05 3.68970e-05 3.92020e-01
YMR254C YMR254C 0.243 -0.066 0.555 1.69880e-01 7.01740e-01 9.91190e-03
YGL050W YGL050W 0.054 -0.240 0.094 3.40470e-01 1.73170e-02 5.16940e-01
YLR348C DIC1 0.540 0.001 0.389 1.83860e-08 9.99999e-01 1.39330e-03
YGL123W RPS2 -0.306 -0.172 -0.301 1.14150e-06 1.34240e-03 7.62630e-06
YBR108W YBR108W -0.001 -0.006 0.068 9.79400e-01 8.91330e-01 2.76680e-01
YDL186W YDL186W 0.087 -0.028 0.033 2.83610e-02 5.20280e-01 6.06480e-01
YAL025C MAK16 0.295 -0.935 1.033 6.46950e-05 1.01380e-05 7.39470e-04
YKL191W DPH2 0.121 -0.183 0.534 2.75180e-02 6.46460e-02 1.96350e-03
YHR134W YHR134W -0.152 -0.263 0.268 9.48050e-03 5.44920e-03 5.74560e-02
YGR082W TOM20 -0.092 0.032 -0.211 2.51040e-02 4.89330e-01 7.46580e-03
YGR155W CYS4 0.040 -0.153 -0.004 2.66370e-01 5.04470e-03 9.53960e-01
YGR228W YGR228W 0.176 -0.469 -0.067 9.53370e-04 5.88060e-06 6.84290e-01
YGL124C YGL124C -0.043 0.106 -0.142 3.99440e-01 1.45070e-01 2.67020e-01
YOR212W STE4 -0.189 -0.256 -0.158 4.18700e-05 1.01350e-03 2.31840e-02
YCR015C YCR015C -0.007 -0.549 0.123 8.99340e-01 8.17970e-04 5.76860e-01
YBR036C CSG2 -0.142 0.258 -0.019 1.13660e-03 7.41980e-05 7.61650e-01
YBR109C CMD1 -0.089 0.074 -0.163 2.49890e-02 1.36940e-01 9.20820e-03
YDL187C YDL187C -0.025 -0.232 0.193 8.36350e-01 3.25850e-01 5.05520e-01
YLR275W SMD2 0.099 -0.461 0.306 6.44170e-01 8.84330e-02 2.63810e-01
YHR062C RPP1 0.061 -0.498 0.641 3.46930e-01 8.97140e-04 1.58870e-02
YHR135C YCK1 0.082 -0.049 0.119 3.72850e-02 2.39990e-01 3.72270e-02
YKL192C ACP1 -0.075 0.207 -0.247 2.25240e-01 1.11060e-04 6.35070e-03
YGR083C GCD2 0.163 -0.386 0.417 7.39470e-04 1.41260e-05 4.31790e-04
YGR229C SMI1 0.275 -0.445 -0.047 2.28720e-06 1.71100e-05 6.41590e-01
YBL004W YBL004W 0.015 -0.000 -0.563 7.70200e-01 2.13330e-01 7.84530e-02
YOR213C SAS5 0.045 -0.105 0.329 2.80780e-01 7.31000e-02 1.00430e-02
YMR182C RGM1 -0.099 -0.046 -0.080 8.83240e-02 6.01550e-01 5.43370e-01
YHL030W ECM29 -0.134 0.040 -0.344 1.06170e-03 3.54860e-01 4.08020e-07
YLR276C DBP9 0.288 -0.675 0.949 5.23050e-05 9.47720e-06 5.35340e-05
YGL051W YGL051W -0.111 0.105 -0.093 1.13910e-02 3.28040e-02 2.97950e-01
YNL202W SPS19 0.917 0.392 0.730 9.23870e-10 1.80140e-06 1.20080e-06
YJR020W YJR020W 0.474 0.367 0.007 9.81950e-09 8.18420e-07 9.49570e-01
YIR041W YIR041W -0.110 0.034 -0.189 1.42040e-02 5.15610e-01 1.52440e-02
YHL031C GOS1 0.074 0.167 -0.161 1.07540e-01 3.01670e-03 8.86900e-02
YHR208W BAT1 -0.129 -0.486 0.070 1.99880e-03 1.59940e-06 2.47980e-01
YGR156W YGR156W -0.009 -0.172 0.056 8.52300e-01 5.87380e-02 6.43130e-01
YOR140W SFL1 0.190 -0.184 0.507 1.50340e-04 1.29790e-02 4.41880e-06
YFL034C-B MOB2 -0.228 0.276 0.051 1.71630e-03 3.39410e-01 7.94270e-01
YBR037C SCO1 0.105 0.474 -0.367 5.15390e-02 1.22910e-07 1.16520e-03
YNL130C CPT1 -0.117 -0.024 -0.329 4.31250e-03 6.16140e-01 6.55210e-05
YNL203C YNL203C 0.820 0.356 0.663 1.79600e-09 9.44750e-06 3.31170e-05
YMR255W GFD1 0.211 -0.159 0.397 2.21420e-04 1.17420e-01 2.90740e-03
YJR021C REC107 -0.044 -0.072 0.037 4.03230e-01 4.40620e-01 7.49440e-01
YIR042C YIR042C -0.074 -0.143 0.376 6.00220e-01 6.50980e-01 2.33510e-01
YDL188C PPH22 -0.088 0.042 -0.113 2.27870e-02 3.80010e-01 7.39390e-02
YLR349W YLR349W 0.499 -0.131 0.840 2.34200e-07 6.24690e-01 2.46320e-04
YHR063C YHR063C 0.030 -0.444 -0.032 4.26140e-01 2.69170e-06 7.29030e-01
YHR136C SPL2 -0.023 0.114 0.123 7.43970e-01 3.62850e-01 3.67920e-01
YKL193C SDS22 -0.161 0.198 -0.143 3.75930e-02 4.97640e-03 5.53780e-02
YPR120C CLB5 0.180 0.229 -0.317 2.60500e-03 1.52790e-03 5.14980e-02
YGR084C MRP13 0.101 -0.213 0.225 1.97940e-02 3.31880e-03 4.50710e-02
YBL005W PDR3 -0.000 0.000 0.000 6.43130e-01 9.99999e-01 9.99999e-01
YOR141C ARP8 0.347 0.076 0.628 3.09850e-07 4.49730e-01 1.52590e-04
YOR214C YOR214C -0.274 -0.161 0.364 1.13130e-01 4.67170e-01 1.44060e-01
YIL010W DOT5 -0.109 -0.097 -0.218 3.95750e-02 1.69730e-01 8.40910e-02
YMR183C SSO2 -0.822 0.256 -0.825 2.17410e-11 2.11460e-03 1.03060e-16
YMR256C COX7 0.116 0.198 -0.091 1.59470e-02 2.50260e-03 5.02340e-01
YLR277C YSH1 0.047 -0.175 0.204 3.04890e-01 1.71400e-02 7.27440e-02
YGL052W YGL052W -0.182 0.066 -0.364 5.72360e-03 4.89940e-01 3.25870e-02
YGL125W MET13 -0.064 0.199 0.000 1.77310e-01 1.03980e-03 9.99999e-01
YCR016W YCR016W 0.216 -0.838 0.790 1.30540e-04 9.35570e-06 5.63130e-03
YBL006C YBL006C -0.072 -0.066 0.042 9.15640e-02 2.03000e-01 7.04340e-01
YCR020C-A MAK31 -0.223 -0.361 0.304 2.71280e-02 2.15630e-02 1.94750e-01
YHL032C GUT1 0.572 0.520 0.032 2.13840e-08 2.76380e-08 7.63330e-01
YHR209W YHR209W -0.509 0.022 0.176 2.29990e-08 8.83870e-01 5.56450e-02
YGR157W CHO2 -0.193 -0.068 -0.241 7.45910e-05 1.21590e-01 6.51760e-04
YKR001C VPS1 0.028 -0.001 -0.162 4.27360e-01 9.79400e-01 4.62810e-03
YNL204C SPS18 -0.024 -0.075 -0.365 8.25400e-01 7.37880e-01 1.06640e-01
YHR064C PDR13 -0.207 -0.312 0.004 4.03400e-05 3.92220e-05 9.58820e-01
YKL194C MST1 -0.141 -0.033 -0.592 5.07450e-02 7.96250e-01 3.25090e-04
YGR085C RPL11B -0.188 -0.425 -0.084 2.63900e-04 7.40280e-07 1.61300e-01
YGR158C MTR3 0.034 -0.720 0.200 5.10360e-01 4.16790e-05 2.18830e-01
YOR215C YOR215C 0.151 0.137 0.335 7.07790e-04 1.08810e-02 1.27300e-04
YAL027W YAL027W -0.278 -0.040 0.017 1.13990e-01 6.49920e-01 8.87540e-01
YIL011W YIL011W -0.068 0.054 -0.022 1.25070e-01 2.67150e-01 8.18490e-01
YMR257C PET111 -0.076 -0.110 -0.148 1.52810e-01 2.07140e-01 2.33180e-01
YLR278C YLR278C 0.033 0.070 -0.195 5.64870e-01 3.61890e-01 2.60140e-01
YGL053W YGL053W -0.129 0.179 -0.156 2.10540e-03 3.21490e-03 5.20760e-02
YGL126W SCS3 -0.284 0.064 -0.191 4.39810e-05 2.06090e-01 1.13030e-01
YOL110W SHR5 0.157 0.171 0.416 2.79810e-03 6.74120e-03 1.19550e-03
YNL131W TOM22 -0.043 0.009 0.036 3.52990e-01 8.31390e-01 5.85560e-01
YBR038W CHS2 -0.092 0.207 -0.150 5.39360e-02 6.08210e-04 1.50620e-01
YJR022W LSM8 0.059 -0.435 0.294 6.01100e-01 7.07010e-02 1.43440e-01
YBL007C SLA1 0.032 -0.053 -0.126 4.68580e-01 4.16320e-01 1.27880e-01
YDL189W YDL189W -0.005 -0.150 0.126 9.10390e-01 2.46800e-01 3.29550e-01
YHR137W ARO9 1.023 0.436 0.141 1.23480e-11 2.15980e-04 1.93070e-01
YHL033C RPL8A -0.287 -0.413 0.137 8.72840e-07 7.82690e-07 2.79580e-02
YPR121W THI22 -0.203 -0.220 -0.177 5.93690e-05 1.49640e-02 3.27650e-02
YOR142W LSC1 0.241 0.106 -0.180 7.66100e-06 1.59170e-02 1.95570e-03
